TrialID,NFB_digit1,NFB_digit2,NFB_digit3,Speaker_trial,NV_trial,Triggered_trial,Jitter_trial,practice_block.thisRepN,practice_block.thisTrialN,practice_block.thisN,practice_block.thisIndex,practice_trials.thisRepN,practice_trials.thisTrialN,practice_trials.thisN,practice_trials.thisIndex,response_practice.thisRepN,response_practice.thisTrialN,response_practice.thisN,response_practice.thisIndex,calibration_block.thisRepN,calibration_block.thisTrialN,calibration_block.thisN,calibration_block.thisIndex,exp_trials.thisRepN,exp_trials.thisTrialN,exp_trials.thisN,exp_trials.thisIndex,response_exp.thisRepN,response_exp.thisTrialN,response_exp.thisN,response_exp.thisIndex,Digit1_clear.started,Digit1_clear.stopped,Digit2_clear.started,Digit2_clear.stopped,Digit3_clear.started,Digit3_clear.stopped,response_practice_resp.keys,response_practice_resp.rt,response_practice_resp.started,response_practice_resp.stopped,text_practice_repeat.started,text_practice_repeat.stopped,text.started,text.stopped,text_calibration_repeat.started,text_calibration_repeat.stopped,text_break.started,text_break.stopped,Fixation.started,Fixation.stopped,text_6.started,text_6.stopped,Fixation_Play.started,Fixation_Play.stopped,sound_digit1.started,sound_digit1.stopped,sound_digit2.started,sound_digit2.stopped,sound_digit3.started,sound_digit3.stopped,key_resp.keys,key_resp.rt,key_resp.started,key_resp.stopped,text_nextblock.started,text_nextblock.stopped,response_nextblock.keys,response_nextblock.started,response_nextblock.stopped,response_nextblock.rt,participant,session,date,expName,psychopyVersion,frameRate,
7.0,2.0,9.0,0.0,13.0,1.0,0.0,-2.0,,,,,,,,,,,,,,,,,0,7,7,7,0,0,0,0,,,,,,,,,,,,,,,,,,,143.7141700000002,None,143.7141700000002,None,148.19587260000026,149.59526600000027,0.014921559999493184,None,0.47970335999980307,None,0.9628546599997208,None,['return'],[0.44217659999958414],149.6452994000001,None,,,,,,,1,001,2021_Nov_09_1053,eeg_contingent_digits,2021.2.3,60.00376823663302,
7.0,2.0,9.0,0.0,13.0,1.0,0.0,-2.0,,,,,,,,,,,,,,,,,0,7,7,7,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.20720230000006268],150.1282914000003,None,,,,,,,1,001,2021_Nov_09_1053,eeg_contingent_digits,2021.2.3,60.00376823663302,
7.0,2.0,9.0,0.0,13.0,1.0,0.0,-2.0,,,,,,,,,,,,,,,,,0,7,7,7,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.1571867000002385],150.3782959,None,,,,,,,1,001,2021_Nov_09_1053,eeg_contingent_digits,2021.2.3,60.00376823663302,
7.0,2.0,9.0,0.0,13.0,1.0,0.0,-2.0,,,,,,,,,,,,,,,,,0,7,7,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.64489550000053,None,return,150.64489550000053,None,6.57054750000043,1,001,2021_Nov_09_1053,eeg_contingent_digits,2021.2.3,60.00376823663302,
8.0,4.0,9.0,6.0,33.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,0,8,8,8,0,0,0,0,,,,,,,,,,,,,,,,,,,157.2423718,None,157.2423718,None,174.16932540000016,175.56877560000066,0.010779849998471036,None,0.48806154999874707,None,0.9712223499991524,None,['return'],[0.7398407999999108],175.63542460000008,None,,,,,,,1,001,2021_Nov_09_1053,eeg_contingent_digits,2021.2.3,60.00376823663302,
8.0,4.0,9.0,6.0,33.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,0,8,8,8,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.19675129999995988],176.41848140000002,None,,,,,,,1,001,2021_Nov_09_1053,eeg_contingent_digits,2021.2.3,60.00376823663302,
8.0,4.0,9.0,6.0,33.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,0,8,8,8,2,0,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.16357690000040748],176.65168150000045,None,,,,,,,1,001,2021_Nov_09_1053,eeg_contingent_digits,2021.2.3,60.00376823663302,
8.0,4.0,9.0,6.0,33.0,1.0,1.0,0.0,,,,,,,,,,,,,,,,,0,8,8,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,None,None,None,None,None,,1,001,2021_Nov_09_1053,eeg_contingent_digits,2021.2.3,60.00376823663302,
9.0,2.0,8.0,9.0,14.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,0,9,9,9,0,0,0,0,,,,,,,,,,,,,,,,,,,176.86827989999983,None,176.86827989999983,None,182.9493263000004,184.34877870000037,4.113999966648407e-05,None,0.4832096399995862,None,0.9664251399999557,None,['return'],[0.6004456999999093],184.39875800000027,None,,,,,,,1,001,2021_Nov_09_1053,eeg_contingent_digits,2021.2.3,60.00376823663302,
9.0,2.0,8.0,9.0,14.0,1.0,0.0,1.0,,,,,,,,,,,,,,,,,0,9,9,9,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['return'],[0.18338609999955224],185.03184349999992,None,,,,,,,1,001,2021_Nov_09_1053,eeg_contingent_digits,2021.2.3,60.00376823663302,
